content_id,title,content_type,genre,sub_genre,language,country,release_year,added_date,age_rating,duration_minutes,seasons,episodes,director,cast_count,production_company,imdb_rating,jiohotstar_rating,watch_count_millions,completion_rate,is_original,awards_count
JHS01544,Dreams: Golden Horizon,Movie,Action,Spy Action,English,,2002,11/11/2002,U/A 13+,75,,,,5,Golden Media,9.7,5,144.85,86.4,Yes,0
JHS07171,Reckoning: Sacred Legacy,TV Show,Sci-Fi,Time Travel,Malayalam,India,2012,5/29/2012,U/A 13+,,10,168,Kavya Smith,13,Aurora Entertainment,8.5,4.6,15.69,79.9,Yes,2
JHS00949,Vanishing Storm,TV Show,Animation,Cartoon Comedy,Telugu,India,2014,11/14/2020,U,,4,74,Ananya Kim,,Summit Media,8.4,4.6,19.54,78.3,No,3
JHS00534,Flame in the Empire,Movie,Animation,Cartoon Comedy,Kannada,India,2010,12/23/2010,U/A 13+,81,,,Ananya Edwards,8,Skyline Vision,4.6,3.7,16.4,35,Yes,0
JHS02756,Empire: Broken Symphony,Movie,Horror,Psychological Horror,Hindi,India,2022,7/11/2023,U/A 16+,148,,,Noah Wright,13,Coral Media,7.3,4.3,74.65,66.3,No,2
JHS07168,Vanishing Odyssey 5,Movie,Action,Gunfight Drama,Telugu,India,1996,1/7/1997,U/A 13+,192,,,Sarah Pillai,15,Nova Works,4.5,3.6,97.72,35,No,1
JHS01658,Promise: Rising Odyssey,Movie,Horror,Psychological Horror,Kannada,India,2006,7/21/2008,U/A 16+,158,,,Sarah Lee,11,Vivid Films,4.8,3.8,117.27,39.5,No,4
JHS02972,The Dark Storm 3,Movie,Fantasy,Sword and Sorcery,Tamil,India,2017,6/24/2021,A,138,,,Anjali Choi,3,Summit Pictures,7.2,4.2,80.85,61.6,No,3
JHS03254,Frontier: Endless Mirage,Movie,Romance,Romantic Drama,Hindi,India,2019,3/26/2019,U/A 7+,206,,,Michael Kim,6,North Studios,9.7,5,43.58,89.5,No,7
JHS02702,Warriors: Dark Journey,TV Show,Sci-Fi,Space Opera,Telugu,India,2007,3/7/2024,U/A 16+,,9,152,Jisoo Nair,4,Phoenix Media,6.4,3.7,26.13,53.9,Yes,4
JHS06839,Golden Mirage 8,Movie,Comedy,Stand-up Special,Bengali,,1998,6/25/2002,U,104,,,Kavya Kulkarni,10,Nova Works,6.8,4.3,92.04,57.2,Yes,
JHS08125,The Rising Frontier,Movie,Drama,Coming of Age,Hindi,India,1994,7/8/1996,U/A 16+,116,,,Kavya Chopra,6,Prism Creations,9.5,4.7,86.08,99,Yes,2
JHS00935,Dreams: Broken Labyrinth,Movie,Crime,Gangster,Marathi,India,2018,5/31/2020,U/A 13+,73,,,Anjali Choi,12,Coral Motion Pictures,9.2,4.6,9.29,77.6,Yes,5
JHS05055,Solitary Circle 4,Movie,Drama,Medical Drama,Telugu,India,2010,8/5/2010,U/A 7+,116,,,James Kapoor,8,Starlight Studios,4.7,3.8,56.32,45.6,No,1
JHS00923,,Movie,History,Freedom Struggle,Telugu,India,2019,12/31/2025,,123,,,Vikram Malhotra,17,Skyline Studios,5.3,3.6,6.6,47,Yes,3
JHS09572,Secret: Hidden Reckoning,Movie,Thriller,Techno Thriller,Marathi,India,2017,7/23/2017,U/A 13+,159,,,Sophie Desai,11,Crescent Pictures,9.7,4.9,75.82,94.1,No,7
JHS06089,Midnight Throne 4,Movie,Action,War Action,Bengali,India,2019,5/20/2019,U/A 13+,89,,,Chloe Clark,3,Prism Works,6.6,4.1,96.04,67.4,No,3
JHS04892,River: Rising Vendetta,Movie,Adventure,Road Trip,English,India,1990,1/22/1997,U/A 7+,95,,,Ava Evans,10,Vertex Studios,9.7,5,53.26,,No,3
JHS04649,River: Scarlet Fortress,TV Show,Romance,Romantic Drama,Hindi,India,2023,11/4/2024,U/A 7+,,11,188,Kavya Johnson,7,Phoenix Films,4.1,3.7,49.59,45.4,No,1
JHS01210,Echo: Silver Promise,Movie,,Ghost Story,English,Australia,1998,8/21/2005,U,197,,,Liam Kim,20,Phoenix Works,5.2,4,38.59,50.1,No,2
JHS04712,Endless Storm 3,Movie,Horror,Slasher,Hindi,Canada,2017,1/12/2017,U/A 13+,112,,,Pooja Taylor,16,Maple Motion Pictures,8.3,4.9,51.08,75.5,Yes,3
JHS04092,Last Circle 5,Movie,Thriller,Political Thriller,,India,1998,4/29/2001,U/A 13+,164,,,Hiroshi Bailey,7,Lotus Productions,9.4,5,131.09,93.6,Yes,2
JHS09774,Alliance Tales of the River,Movie,Mystery,Detective,Malayalam,India,2016,10/2/2016,A,135,,,David Watanabe,12,Blue Films,8.4,4.6,50.71,72.3,No,3
JHS04783,Vanishing Storm 4,TV Show,Drama,Social Drama,Bengali,India,2024,12/31/2025,U/A 7+,,6,85,James Clark,9,Aurora Creations,,3.5,26.93,36.9,No,3
JHS07134,Labyrinth of the Horizon,,Action,Superhero,Hindi,India,2019,3/24/2019,U/A 7+,181,,,Suresh Park,18,Aurora Films,7.4,4,38.65,75.9,,4
JHS06594,River of Storm 3,TV Show,History,Royal History,Bengali,India,1990,1/31/1996,U/A 13+,,10,150,Daniel Taylor,11,Starlight Vision,9.6,4.9,19.08,82.6,Yes,5
JHS03945,Journey Rise of the Mirage,Movie,Adventure,Jungle Adventure,Kannada,India,2016,8/5/2019,U/A 16+,,,,Sarah Chopra,5,Coral Vision,7.3,4.2,137.03,60.9,No,5
JHS00346,Kingdom Tales of the Rebellion,Movie,Comedy,Dark Comedy,Marathi,India,2008,10/1/2008,U/A 16+,206,,,Ravi Mehta,13,Phoenix Motion Pictures,9.3,4.9,60.85,97.8,Yes,2
JHS05812,Rebellion Tales of the Shadows,Movie,Action,Superhero,Kannada,India,2025,8/11/2025,U/A 13+,158,,,Kavya Baker,6,Maple Productions,8.4,4.7,110.93,73.1,Yes,3
JHS03683,The Bright Fortress 2,Movie,,,Bengali,India,2022,5/18/2022,U/A 13+,187,,,Divya Clark,7,North Pictures,4.1,3.6,7.68,35,Yes,2
JHS06739,Journey Rise of the Rebellion,Movie,Family,Family Comedy,Kannada,India,1991,5/2/1997,A,214,,,Ananya Evans,9,Horizon Creations,6.2,4.1,56.32,57.9,Yes,3
JHS08932,Flame: Dark Odyssey,Movie,Drama,Legal Drama,Kannada,India,2010,6/28/2014,U/A 13+,172,,,Seo-yeon Desai,,Titan Motion Pictures,4.5,3.9,109.55,38.9,No,2
JHS03063,The Untold Circle 2,Movie,Documentary,True Crime Doc,Malayalam,India,2016,12/4/2020,U/A 13+,178,,,Isha Hughes,2,Royal Pictures,9.2,5,27.34,90.9,Yes,6
JHS02316,The Iron Alliance 2,TV Show,Kids,Preschool,Hindi,India,1993,2/4/2003,U/A 7+,,12,98,Noah Choi,6,Vivid Motion Pictures,6.1,4.2,33.38,59.5,No,4
JHS05609,,TV Show,Action,Martial Arts,Telugu,India,1992,10/25/2002,U/A 16+,,11,76,Kavya Johnson,8,Crimson Vision,4.8,3.5,13.59,35.5,Yes,1
JHS00572,Iron Odyssey 2,Movie,Horror,Slasher,Hindi,India,2023,1/18/2024,U,166,,,Varun Walker,15,Blue Creations,4.5,3.7,33.07,41.9,No,3
JHS06890,,Movie,Crime,Serial Killer,Malayalam,India,2023,11/4/2023,U/A 16+,175,,,Ananya Morgan,12,Lotus Films,9.5,4.9,34.47,88.6,Yes,2
JHS01876,River of the Circle,TV Show,Crime,Police Procedural,Tamil,India,2004,5/11/2009,U/A 13+,,12,201,Michael Choi,14,Pioneer Works,8.7,4.8,23.38,76.3,No,1
JHS00057,Forgotten Kingdom,TV Show,Adventure,Expedition,Hindi,India,2012,6/4/2012,U/A 13+,,5,116,Harper Morgan,10,Pioneer Entertainment,5.8,3.9,55.33,56.3,Yes,1
JHS03088,The Golden Fortress 3,Movie,Action,Gunfight Drama,English,UK,1995,9/24/2009,U,158,,,Rohan Walker,4,Vertex Vision,6.5,3.9,18.32,58,No,1
JHS06767,Vendetta: Fading Storm,Movie,Reality,Talent Show,,India,1998,4/3/2012,U/A 7+,145,,,Mia Bennett,6,Maple Films,4.9,3.5,32.16,,No,1
JHS09063,Flame: Burning Legacy,Movie,Action,War Action,English,Canada,2011,6/6/2011,U/A 7+,220,,,Ava Kapoor,8,Crimson Works,5.6,3.9,24.06,52.2,No,1
JHS01313,Vanishing Voyage,Movie,Fantasy,Fairy Tale,Hindi,India,2024,4/15/2024,U/A 13+,184,,,Suresh Lee,7,Blue Vision,,4,29.42,35.7,No,1
JHS07333,The Radiant Promise 5,Movie,Adventure,Road Trip,Malayalam,India,2015,5/23/2017,A,203,,,Olivia Walker,18,Prism Vision,4.2,3.6,30.83,40,Yes,0
JHS01386,Circle Beyond the Chronicles,TV Show,Reality,Dating Show,Hindi,India,2020,5/26/2021,U/A 7+,,10,,Do-yun Anderson,11,Summit Films,9.6,4.8,47.69,88.5,No,9
JHS06096,The Hidden Flame 2,Movie,Adventure,Expedition,Telugu,India,2000,7/9/2015,,118,,,Neha Evans,19,Golden Vision,9.4,4.8,40.44,87.6,Yes,3
JHS03539,Flame Rise of the Horizon,Movie,Action,Gunfight Drama,English,Australia,1994,5/29/1998,U,,,,Vikram Bennett,15,Echo Studios,4.5,,110.41,35,No,2
JHS08687,The Vanishing Frontier 4,TV Show,Comedy,Dark Comedy,Hindi,India,1998,10/4/2015,U/A 7+,,2,41,Kavya Johnson,18,Blue Works,7.7,4.8,37.57,64.2,No,1
JHS08202,Circle: Fading Kingdom,Movie,Romance,Historical Romance,Malayalam,India,1992,12/29/1998,U,161,,,Mason Singh,12,Prism Studios,8.5,4.3,53.67,90.2,No,5
JHS09961,The Broken Flame 2,Movie,,Game Show,Hindi,India,2015,1/22/2015,U/A 7+,217,,,Daniel Malhotra,7,Phoenix Studios,7.1,4.3,99.95,61.6,No,2
JHS00946,The Forgotten Horizon,TV Show,Adventure,,Hindi,India,1997,9/2/2007,U/A 16+,,1,4,Laura Nair,13,Crescent Media,5,3.5,65.51,52.2,Yes,3
JHS01666,The Silver Warriors 2,TV Show,Crime,Heist,Telugu,India,2012,6/1/2020,U/A 13+,,11,195,,13,Falcon Creations,8,4.5,120.58,72.5,No,4
JHS01443,Wild Throne 2,Movie,Mystery,Conspiracy,Hindi,India,2014,11/13/2018,U,114,,,,8,Blue Works,,3.9,30.37,56,Yes,4
JHS05645,Wild Journey,Movie,Kids,Preschool,Hindi,India,2007,7/23/2009,U/A 13+,178,,,Seo-yeon Menon,13,Lotus Productions,5.8,3.8,27.85,54.5,No,2
JHS05723,Flame Legend of the Horizon,Movie,Adventure,Treasure Hunt,Malayalam,India,2023,4/9/2023,U/A 13+,113,,,Michael Jung,20,Amber Media,4.6,3.5,11.54,46.7,No,2
JHS04661,Mirage: Rising Vendetta,Movie,Horror,Ghost Story,Marathi,India,1993,12/7/1994,U,81,,,Laura Kim,12,Crescent Creations,7.6,4.2,41.86,70.9,No,3
JHS02106,,Movie,Sports,Olympic Story,Hindi,Canada,2017,5/2/2017,U/A 7+,91,,,Chris Collins,8,Titan Vision,,3.5,33.64,52.7,Yes,1
JHS01764,Voyage Legend of the Mirage,TV Show,Romance,Historical Romance,Marathi,India,2024,7/20/2024,U/A 7+,,1,10,Vikram Mehta,11,Vertex Pictures,9.6,5,89.08,88.5,No,8
JHS06730,Secret: Vanishing Flame 2,Movie,Comedy,Slapstick,Hindi,India,2001,1/12/2005,U/A 16+,142,,,Chris Wright,,Vertex Motion Pictures,6,4.1,5.62,42.8,Yes,3
JHS07448,The Radiant Journey 5,Movie,Sci-Fi,Post-Apocalyptic,Malayalam,India,2023,2/20/2023,U/A 13+,184,,,Hiroshi Sharma,2,Lotus Vision,5.7,4,20.24,45.5,Yes,0
JHS00607,Dark Warriors,TV Show,Mystery,Whodunit,Telugu,India,1994,6/8/2002,U/A 16+,,5,121,Chris Roberts,10,Cobalt Productions,4.5,3.8,21.88,35,No,2
JHS04559,Untold Mirage 3,Movie,Documentary,Sports Doc,Telugu,India,2010,12/15/2010,U/A 16+,91,,,Ella Chopra,8,Coral Works,9.8,4.9,11.67,89.7,Yes,3
JHS06903,Frozen Circle 3,TV Show,Drama,Legal Drama,English,UK,2024,2/24/2025,U/A 7+,,7,113,Chloe Evans,15,Aurora Vision,5,3.7,91.76,44.6,Yes,4
JHS03649,Endless Throne,Movie,History,Freedom Struggle,Marathi,India,2004,5/17/2011,U,183,,,Aarav Park,6,Coral Entertainment,8.7,4.6,30.31,75.4,No,5
JHS04469,The Wild Circle 2,Movie,Adventure,Sea Voyage,Marathi,India,1997,3/20/2008,U/A 13+,84,,,Neha Kulkarni,,Emerald Pictures,7.6,4.6,12.21,66.2,Yes,1
JHS09696,Ancient Echo 5,TV Show,Sci-Fi,Time Travel,Telugu,India,2012,7/25/2013,U/A 13+,,11,275,Kenji Evans,18,Ridge Creations,4.3,3.5,102.91,36.1,,1
JHS02200,Vendetta Tales of the Alliance,Movie,,Found Footage,Malayalam,India,2019,8/24/2021,U/A 7+,217,,,Yuki Pillai,8,Orbit Pictures,6.4,4,37.37,60.5,Yes,3
JHS00864,The Burning Flame,Movie,Drama,Legal Drama,Hindi,India,1995,10/16/2000,U,84,,,Grace Taylor,9,Starlight Vision,7,4,73.91,67.4,Yes,5
JHS05705,Legacy: Ancient Echo,Movie,Kids,Musical Kids,Bengali,India,2006,3/8/2009,U/A 7+,148,,,Varun Nair,4,Cobalt Vision,7.8,4.3,70.19,63.4,No,3
JHS05895,The Distant Promise,Movie,Comedy,Slapstick,Hindi,India,2016,8/5/2020,U/A 7+,,,,Mason Bose,18,Vivid Works,6.2,4.2,48.71,58.9,No,2
JHS07395,Flame in the Shadows,Movie,Sci-Fi,Time Travel,,India,2001,1/29/2014,U/A 13+,210,,,Jisoo Rivera,10,Silver Films,6.8,4.4,33.74,59.2,No,1
JHS05254,Empire and the Dreams,Movie,Action,Superhero,English,UK,1993,1/26/2002,U/A 7+,200,,,Seo-yeon Walker,14,Zenith Productions,7,4.3,178.23,63.6,No,1
JHS07546,Silver Horizon 6,Movie,Action,Superhero,Marathi,India,2013,3/12/2014,U/A 16+,118,,,Suresh Verma,6,Prism Works,8.3,4.6,36.76,79.3,Yes,5
JHS04333,The Silent Rebellion 2,Movie,Mystery,Conspiracy,Hindi,India,2007,7/10/2009,U/A 13+,213,,,Hiroshi Reddy,15,Golden Studios,7.8,4.5,50.52,63.2,Yes,3
JHS01298,Dark Kingdom,TV Show,Thriller,Psychological Thriller,Marathi,India,2001,5/9/2014,U/A 7+,,5,125,Noah Lee,4,Ridge Motion Pictures,6.9,4.2,34.67,64.6,No,0
JHS03718,The Restless Odyssey,Movie,Action,Superhero,English,USA,2019,5/11/2019,U/A 13+,159,,,Michael Hughes,13,Titan Entertainment,7.9,4.4,26.2,,No,5
JHS03341,Crimson Warriors 2,Movie,Comedy,Stand-up Special,Bengali,India,2025,1/24/2025,U/A 16+,111,,,Michael Roberts,7,North Works,4,3.5,18.9,35,Yes,2
JHS08909,Shattered Reckoning 4,Movie,Romance,Teen Romance,Bengali,UK,2022,4/12/2022,U/A 13+,206,,,Jisoo Sato,4,Zenith Productions,9.4,5,22.01,91.4,Yes,3
JHS01522,Distant Flame,Movie,History,Historical Drama,Tamil,India,2000,6/1/2011,U/A 7+,93,,,Laura Williams,7,Aurora Motion Pictures,4.9,,8.59,39.9,Yes,0
JHS07156,The Distant Promise 2,Movie,Family,Family Fantasy,English,UK,2000,10/19/2002,U/A 16+,119,,,Ella Chopra,11,Falcon Studios,5.5,3.7,67,55,No,4
JHS02767,Storm Legend of the Kingdom,TV Show,Thriller,Psychological Thriller,Hindi,India,2002,2/2/2006,U/A 13+,,2,50,Jason Tanaka,,Titan Works,5.1,4.1,,48.8,Yes,3
JHS04657,Midnight Journey,TV Show,Crime,Gangster,Hindi,India,2006,11/5/2013,U/A 7+,,8,65,Harper Morgan,5,Falcon Studios,4.1,3.5,78.99,35,No,3
JHS09993,,Movie,Horror,,Hindi,,2012,12/31/2025,U/A 13+,,,,Neha Iyer,10,Maple Vision,4.3,3.5,49.16,45.9,No,0
JHS02499,Labyrinth: Wild Flame,Movie,Romance,Tragic Romance,Malayalam,India,1991,11/30/2013,U/A 13+,71,,,Ethan Khan,16,Falcon Media,5.6,4.3,53.19,57.8,No,0
JHS00749,The Silver Labyrinth 2,,Drama,Coming of Age,Kannada,India,1995,2/23/1996,U/A 13+,,1,9,Harper Bailey,19,Summit Pictures,5,3.9,12.33,43.1,Yes,2
JHS03991,Storm of Alliance,Movie,Animation,Stop Motion,Hindi,India,2004,12/25/2012,U/A 13+,86,,,Seo-yeon Bailey,14,Ridge Works,4.3,3.5,49.64,48,No,0
JHS01932,Flame Legend of the Throne,TV Show,Sci-Fi,,Tamil,India,2009,5/15/2011,U/A 7+,,7,46,Chloe Anderson,13,Titan Entertainment,8.1,4.9,17.38,69.8,No,7
JHS03061,Burning Promise 3,Movie,Adventure,Survival,Bengali,India,2021,10/20/2023,U,215,,,Olivia Wilson,18,Golden Media,7,4.2,39.72,64.4,Yes,3
JHS08002,The Sacred Circle 2,Movie,Documentary,Biography,Telugu,India,2025,1/31/2025,A,162,,,Priya Morgan,15,Cobalt Vision,6.2,4.3,7.57,51.4,No,2
JHS02268,Broken Chronicles,Movie,Documentary,Biography,Hindi,India,2001,6/21/2002,U/A 7+,208,,,Rohan Khan,14,Blue Productions,9.2,4.8,37.65,91.1,No,7
JHS06013,Restless Fortress 6,TV Show,Animation,Cartoon Comedy,Telugu,India,2014,1/21/2014,U/A 16+,,3,38,Sanjay Wright,10,Silver Vision,4.3,3.7,43.43,43.4,No,2
JHS05551,Rebellion: Untold Labyrinth,TV Show,Horror,Psychological Horror,English,USA,2024,1/21/2024,U/A 13+,,1,7,Michael Chopra,2,Ridge Creations,6.6,4.4,42.68,64.9,No,1
JHS06500,Frontier and the Rebellion,TV Show,,,English,UK,1992,3/18/1992,U/A 16+,,8,137,Divya Choi,11,Starlight Motion Pictures,4.9,3.7,19.09,35,No,4
JHS05857,Alliance in the Secret,Movie,Drama,Period Drama,Kannada,India,1991,9/1/1993,U/A 16+,91,,,Rohan Chopra,7,Falcon Studios,4.4,3.9,39.2,46.8,Yes,1
JHS02980,Shadows of the Echo 2,TV Show,Thriller,Psychological Thriller,Hindi,India,1990,6/2/1997,U/A 7+,,5,49,Anjali Kulkarni,10,Falcon Works,6.4,4,25.26,56.4,Yes,3
JHS05233,Journey: Untold Fortress,Movie,Crime,Courtroom Drama,English,USA,2008,9/29/2008,U/A 16+,81,,,Rajesh Anderson,20,Echo Motion Pictures,6.3,4,6.79,60.8,No,1
JHS02996,Hidden Warriors 2,Movie,Action,War Action,Telugu,India,1994,11/15/2007,U,218,,,Kavya Gupta,19,Summit Vision,4.7,3.6,54.18,37.6,No,0
JHS02857,Voyage Tales of the Flame,Movie,Comedy,Dark Comedy,Telugu,India,2000,11/26/2002,U/A 16+,114,,,Karan Wright,2,Vivid Films,,4.5,48.79,70.2,Yes,5
JHS04691,Flame and the Odyssey,Movie,Drama,Social Drama,,USA,1994,12/1/1994,U/A 7+,139,,,Divya Rao,11,Phoenix Productions,7.6,4.6,68.25,83.3,No,1
JHS08554,Legacy Rise of the Voyage,Movie,Mystery,Conspiracy,Tamil,India,1997,3/11/2000,U/A 16+,127,,,David Mehta,9,Vivid Productions,4.8,4,36.63,43.3,No,1
JHS01945,Restless Throne 2,Movie,History,Ancient Civilization,Tamil,India,2017,2/8/2017,U/A 7+,149,,,Arjun Wright,16,Orbit Vision,6.5,4.3,4.41,61.8,Yes,5
JHS09025,Frozen Empire 4,TV Show,Mystery,Psychological Mystery,English,USA,1997,5/26/1997,U/A 16+,,6,96,Ananya Rao,13,Summit Pictures,4.8,3.5,32.55,50.3,Yes,1
JHS08271,River: Silent Mirage,Movie,Sci-Fi,Dystopian,Hindi,India,2022,12/31/2025,U/A 13+,149,,,Meera Lee,13,Vertex Pictures,7.6,4.4,20.09,66.2,No,2
JHS07993,Wild Vendetta 3,Movie,Crime,Gangster,Tamil,India,2025,2/4/2025,U/A 13+,78,,,Karan Taylor,2,Emerald Pictures,4.2,3.5,48.8,35,No,2
JHS06990,Vanishing Empire 3,TV Show,Action,Spy Action,Marathi,India,2025,3/16/2025,U/A 16+,,4,98,Jisoo Park,13,Orbit Motion Pictures,8.2,4.5,42.35,71.5,No,6
JHS04365,Kingdom of the Chronicles,TV Show,Reality,Game Show,Bengali,India,1995,7/22/1998,U/A 16+,,4,73,Ella Collins,14,Prism Entertainment,4.7,3.9,34.39,42.8,No,4
JHS09605,Crimson Empire 2,Movie,Romance,Teen Romance,Hindi,,2023,2/13/2024,U/A 7+,113,,,Yuki Tanaka,20,Vivid Pictures,8.9,4.9,18.68,71.9,,2
JHS09344,The Golden Fortress 6,Movie,Documentary,Science Doc,Tamil,India,2017,2/25/2018,U/A 7+,130,,,Noah Choi,12,Pioneer Creations,7,4.5,88.83,72.3,No,2
JHS04004,Scarlet Echo 2,Movie,Family,Holiday Special,Marathi,India,2022,1/17/2022,U,178,,,Emily Choi,13,Phoenix Creations,6.1,3.9,24.2,51.8,No,1
JHS03415,Ancient Flame 2,TV Show,Romance,Teen Romance,Hindi,India,1997,7/9/1999,U,,11,152,Sophie Singh,7,Aurora Pictures,9,4.9,33.2,84.4,No,6
JHS02407,Journey and the Circle,Movie,Comedy,Romantic Comedy,English,,2006,10/25/2017,U,109,,,Hiroshi Lee,20,Vivid Entertainment,7.3,4.6,210.51,63.8,No,5
JHS02351,Restless Kingdom 4,Movie,Thriller,Political Thriller,Marathi,India,2005,2/14/2011,U,111,,,Jisoo Reddy,5,Starlight Media,7.3,4.3,12.87,64.7,No,5
JHS06694,Dark Secret 3,Movie,Romance,Teen Romance,Telugu,India,2009,7/16/2016,U/A 16+,70,,,Rajesh Joshi,4,Falcon Studios,6.3,4.3,39.86,57.8,Yes,2
JHS09022,The Solitary Whisper 3,TV Show,Adventure,Jungle Adventure,English,UK,1997,1/22/2014,A,,4,77,Ravi Bailey,3,Vertex Entertainment,4.5,3.7,3.27,42.2,Yes,2
JHS03525,The Solitary River,Movie,Reality,Dating Show,English,Australia,2025,11/11/2025,U/A 16+,202,,,Arjun Bennett,9,Golden Vision,9.1,4.8,93.22,81.8,No,4
JHS05474,Distant Echo 4,Movie,Horror,Supernatural Horror,,India,1999,3/16/2003,U/A 16+,130,,,Kenji Verma,2,Lotus Works,5.9,4,1.19,47,No,4
JHS09264,Wild Fortress 4,Movie,Sports,Underdog Sports,Tamil,India,2019,4/19/2020,U,145,,,Kavya Roberts,8,Vivid Vision,4.4,3.5,50.54,41.7,No,3
JHS09640,The Shattered Mirage 2,Movie,Animation,Animated Fantasy,English,UK,2001,6/30/2002,U/A 16+,175,,,Varun Rao,8,Aurora Works,7.4,4.4,,71.1,No,2
JHS07485,Midnight Echo 6,TV Show,Comedy,Dark Comedy,Marathi,India,2020,2/29/2020,U/A 13+,,3,69,,13,Emerald Media,8.4,4.8,88.25,81.8,No,6
JHS03658,Alliance of Legacy,,Comedy,Satire,English,UK,2021,11/7/2021,U/A 16+,186,,,Sanjay Watanabe,17,Coral Productions,6.9,4.3,,59.5,,4
JHS02409,Endless Voyage,Movie,Adventure,Expedition,English,Canada,1998,3/17/2003,U,207,,,Seo-yeon Park,14,Skyline Entertainment,4.1,3.7,38.23,39.1,No,4
JHS07430,Symphony: Silver Throne,TV Show,Family,Parenting Drama,Hindi,India,2018,8/25/2021,,,8,50,Lucas Verma,18,Cobalt Motion Pictures,5.4,3.9,55.02,43,No,3
JHS08905,Ancient Path 3,Movie,Horror,Supernatural Horror,Bengali,India,1995,8/25/1995,U,164,,,Vikram Bennett,9,Vertex Studios,7,4.5,47.48,68.9,No,4
JHS05556,Promise Tales of the Secret,Movie,,Stand-up Special,Hindi,India,2025,5/30/2025,U,87,,,Liam Walker,17,Falcon Vision,9,4.8,77.45,74.1,No,3
JHS01264,,Movie,Comedy,Sitcom,Marathi,India,1997,3/30/1999,U/A 13+,107,,,Anjali Menon,19,Starlight Films,8.5,4.8,132.84,76,No,3
JHS06420,The Shattered Promise,TV Show,Drama,Family Drama,Hindi,India,2013,6/10/2014,U/A 7+,,11,166,Vikram Rivera,6,Zenith Works,8,4.6,18.12,67.4,No,4
JHS01137,The Midnight Symphony,Movie,Mystery,Conspiracy,Hindi,India,2000,10/9/2010,U/A 16+,100,,,,7,Titan Films,5.1,4.1,12.85,49.8,No,2
JHS06825,Mirage of Odyssey 2,TV Show,Comedy,Sitcom,Malayalam,India,1996,4/13/1996,U/A 7+,,10,148,Anjali Tanaka,15,Crescent Creations,9.7,4.9,90.65,93.1,Yes,3
JHS06947,Shattered Storm 3,Movie,Action,War Action,English,Canada,2008,2/1/2015,U/A 16+,74,,,Jisoo Collins,5,Silver Films,6.3,4,30.36,54.5,No,1
JHS05931,The Last Reckoning 3,Movie,Adventure,Jungle Adventure,Malayalam,India,1992,9/13/1993,U/A 13+,88,,,Olivia Rivera,8,Crescent Media,8.5,4.7,42.42,73.8,No,6
JHS08825,Frozen Shadows 5,TV Show,Thriller,Psychological Thriller,English,USA,2018,12/7/2018,U/A 16+,,2,49,Michael Verma,11,Maple Creations,7.4,4.3,3.87,65.8,Yes,1
JHS08847,Sacred Dreams 5,Movie,Adventure,Sea Voyage,Marathi,India,2017,12/23/2022,A,131,,,Yuki Walker,7,Crescent Pictures,4.4,3.5,22.02,36.7,No,2
JHS02462,Warriors in the Legacy,Movie,Sci-Fi,Cyberpunk,Hindi,India,2025,1/5/2025,U,137,,,Harper Tanaka,11,Echo Motion Pictures,,4,28.22,55.5,No,3
JHS02548,Echo of the Legacy,Movie,Drama,Legal Drama,Telugu,India,2025,1/12/2025,U,182,,,Seo-yeon Sharma,17,Golden Works,9.3,4.9,101.99,86.8,Yes,2
JHS06114,The Midnight Frontier 5,TV Show,Reality,Survival Reality,Marathi,India,2014,5/6/2017,U,,11,231,Rajesh Nair,5,Vertex Films,8.7,,32.41,84.9,Yes,4
JHS03180,Eternal Secret,TV Show,Fantasy,Fairy Tale,Telugu,India,2018,4/24/2020,U/A 7+,,1,21,Ananya Johnson,,Crimson Media,8,4.6,17.74,70.4,No,3
JHS08716,Golden Mirage 10,Movie,Adventure,Treasure Hunt,Hindi,India,1993,9/28/1994,U/A 16+,155,,,Isha Collins,7,Skyline Pictures,7,4.4,14.15,62.8,No,4
JHS01214,Secret: Radiant Whisper,Movie,Thriller,Action Thriller,Kannada,India,1991,10/9/1992,A,206,,,Ravi Choi,8,Summit Media,8.8,4.7,48.82,77.4,No,2
JHS04834,Burning Circle 3,Movie,Romance,Teen Romance,Hindi,India,1997,3/26/2002,U/A 13+,173,,,Mia Collins,16,Starlight Films,8.2,4.7,68.75,69.7,No,5
JHS07954,Iron Promise 3,Movie,Romance,Second Chance Romance,English,USA,2020,4/8/2021,A,129,,,David Gupta,17,Starlight Pictures,4.3,3.8,46.69,35,,4
JHS04185,The Untold Whisper 4,Movie,,Stop Motion,Telugu,,2013,2/26/2013,U/A 16+,131,,,,4,Emerald Creations,5.8,4,39.67,54.9,No,2
JHS01590,Fading River,TV Show,Mystery,Missing Person,English,USA,1991,10/12/1997,U,,1,18,Yuki Edwards,11,Cobalt Vision,7.3,4.4,47.32,78.5,No,7
JHS02347,Horizon Legend of the Path 2,Movie,Drama,Legal Drama,English,India,2024,5/13/2024,U,85,,,Laura Rao,2,Nova Works,4.7,3.9,153.35,48.6,Yes,0
JHS02038,Restless Kingdom 2,Movie,Mystery,Supernatural Mystery,English,India,2010,8/28/2011,U/A 7+,99,,,,16,Orbit Pictures,5.8,4.3,41.44,45.2,No,2
JHS09123,The Radiant Shadows,Movie,Adventure,Expedition,Tamil,India,1996,2/10/2001,U/A 7+,141,,,Yuki Jung,11,Silver Vision,6.3,,11.03,58.8,No,4
